run_date,reporting_period,reporting_airport,origin_destination_country,origin_destination,airline_name,arrival_departure,scheduled_charter,number_flights_matched,actual_flights_unmatched,number_flights_cancelled,flights_more_than_15_minutes_early_percent,flights_15_minutes_early_to_1_minute_early_percent,flights_0_to_15_minutes_late_percent,flights_between_16_and_30_minutes_late_percent,flights_between_31_and_60_minutes_late_percent,flights_between_61_and_120_minutes_late_percent,flights_between_121_and_180_minutes_late_percent,flights_between_181_and_360_minutes_late_percent,flights_more_than_360_minutes_late_percent,flights_unmatched_percent,flights_cancelled_percent,average_delay_mins,previous_year_month_flights_matched,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay
25/02/2026 19:14,2025,ABERDEEN,POLAND,GDANSK,WIZZ AIR,A,S,171,0,1,27.906977,44.186047,9.883721,2.906977,3.488372,2.906977,6.395349,1.744186,0.000000,0.000000,0.581395,21,138,72.661871,22
25/02/2026 19:14,2025,ABERDEEN,POLAND,GDANSK,WIZZ AIR,D,S,171,0,1,1.744186,48.255814,27.325581,4.069767,6.395349,3.488372,5.813953,2.325581,0.000000,0.000000,0.581395,23,138,62.589928,30
25/02/2026 19:14,2025,ABERDEEN,POLAND,KRAKOW,RYANAIR,A,S,77,0,2,13.924051,58.227848,20.253165,2.531646,2.531646,0.000000,0.000000,0.000000,0.000000,0.000000,2.531646,3,0,0.000000,
25/02/2026 19:14,2025,ABERDEEN,POLAND,KRAKOW,RYANAIR,D,S,78,0,1,0.000000,36.708861,49.367089,7.594937,2.531646,1.265823,1.265823,0.000000,0.000000,0.000000,1.265823,9,0,0.000000,
25/02/2026 19:14,2025,ABERDEEN,POLAND,RZESZOW,RYANAIR,D,C,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,73,0,0.000000,
25/02/2026 19:14,2025,ABERDEEN,POLAND,RZESZOW,RYANAIR SUN,A,C,1,0,0,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,26,0,0.000000,
25/02/2026 19:14,2025,ABERDEEN,ROMANIA,BUCHAREST (BANEASA),2 EXCEL AVIATION LTD T/A THE BLADES BROADSWORD SCIMITAR SABRE AND T2,A,C,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,95,0,0.000000,
25/02/2026 19:14,2025,ABERDEEN,ROMANIA,BUCHAREST (BANEASA),2 EXCEL AVIATION LTD T/A THE BLADES BROADSWORD SCIMITAR SABRE AND T2,D,C,1,0,0,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,
25/02/2026 19:14,2025,ABERDEEN,ROMANIA,BUCHAREST (OTOPENI),TITAN AIRWAYS LTD,D,C,1,0,0,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,BELFAST CITY (GEORGE BEST),LOGANAIR LTD,A,S,260,0,2,25.954198,42.366412,17.557252,5.343511,3.435115,2.671756,0.763359,0.763359,0.381679,0.000000,0.763359,11,277,82.978723,9
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,BELFAST CITY (GEORGE BEST),LOGANAIR LTD,D,S,259,0,2,8.045977,60.536398,19.157088,4.597701,2.681992,2.298851,1.149425,0.383142,0.383142,0.000000,0.766284,10,285,84.775087,9
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,BELFAST INTERNATIONAL,LOGANAIR LTD,A,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1,0.000000,336
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,BELFAST INTERNATIONAL,TUI AIRWAYS LTD,D,C,1,0,0,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10,0,0.000000,
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,BIRMINGHAM,LOGANAIR LTD,A,S,783,0,22,15.279503,42.608696,22.857143,7.204969,4.720497,3.354037,0.869565,0.372671,0.000000,0.000000,2.732919,10,847,81.460023,11
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,BIRMINGHAM,LOGANAIR LTD,D,S,795,0,17,2.339901,57.758621,25.985222,5.172414,3.940887,1.970443,0.492611,0.246305,0.000000,0.000000,2.093596,7,853,86.326767,8
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,BRISTOL,EASYJET UK LTD,A,S,1,0,0,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4,0,0.000000,
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,BRISTOL,LOGANAIR LTD,A,S,239,0,9,37.096774,31.451613,15.725806,3.225806,5.241935,2.419355,1.209677,0.000000,0.000000,0.000000,3.629032,8,271,83.566434,7
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,BRISTOL,LOGANAIR LTD,D,S,235,0,8,4.938272,44.444444,31.687243,6.172840,4.938272,3.703704,0.823045,0.000000,0.000000,0.000000,3.292181,10,268,77.697842,10
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,DUNDEE,LOGANAIR LTD,A,S,2,0,0,0.000000,50.000000,0.000000,0.000000,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,16,1,100.000000,0
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,DUNDEE,LOGANAIR LTD,D,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1,0.000000,24
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,EAST MIDLANDS INTERNATIONAL,EASTERN AIRWAYS,D,C,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1,100.000000,13
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,EDINBURGH,EASYJET UK LTD,A,S,1,0,0,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,EDINBURGH,EASYJET UK LTD,D,S,0,0,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,,0,0.000000,
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,EDINBURGH,LOGANAIR LTD,A,S,5,0,1,0.000000,0.000000,16.666667,33.333333,16.666667,16.666667,0.000000,0.000000,0.000000,0.000000,16.666667,37,3,33.333333,18
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,EDINBURGH,LOGANAIR LTD,D,S,2,0,0,0.000000,0.000000,0.000000,50.000000,0.000000,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,48,3,16.666667,90
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,GLASGOW,EASYJET UK LTD,A,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,2,50.000000,33
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,GLASGOW,LOGANAIR LTD,A,S,4,0,0,0.000000,0.000000,75.000000,0.000000,25.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12,1,0.000000,42
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,GLASGOW,LOGANAIR LTD,D,S,2,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,50.000000,50.000000,0.000000,0.000000,0.000000,0.000000,107,1,100.000000,0
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,HUMBERSIDE,EASTERN AIRWAYS,A,S,210,0,43,1.185771,32.015810,31.225296,8.695652,4.347826,2.766798,0.395257,1.976285,0.395257,0.000000,16.996047,19,323,61.870504,15
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,HUMBERSIDE,EASTERN AIRWAYS,D,C,1,0,0,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,42,0,0.000000,
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,HUMBERSIDE,EASTERN AIRWAYS,D,S,208,0,20,2.631579,48.245614,16.228070,3.070175,9.210526,7.017544,3.947368,0.877193,0.000000,0.000000,8.771930,22,325,59.000000,21
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,INVERNESS,BRITISH AIRWAYS PLC,A,S,1,0,0,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,INVERNESS,BRITISH AIRWAYS PLC,D,S,2,0,0,0.000000,0.000000,50.000000,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19,0,0.000000,
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,INVERNESS,EASYJET UK LTD,A,S,1,0,0,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5,1,100.000000,9
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,INVERNESS,EASYJET UK LTD,D,S,3,0,0,33.333333,0.000000,0.000000,33.333333,33.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18,1,0.000000,116
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,INVERNESS,LOGANAIR LTD,A,S,1,0,0,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,1,100.000000,0
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,INVERNESS,LOGANAIR LTD,D,S,1,0,1,0.000000,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.000000,0,0,0.000000,
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,ISLE OF MAN,LOGANAIR LTD,A,S,1,0,0,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,JERSEY,LOGANAIR LTD,D,C,1,0,0,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,KIRKWALL,LOGANAIR LTD,A,C,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,2,100.000000,4
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,KIRKWALL,LOGANAIR LTD,A,S,813,0,32,24.970414,43.786982,15.147929,4.733728,3.431953,2.840237,0.710059,0.355030,0.236686,0.000000,3.786982,9,702,76.693767,12
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,KIRKWALL,LOGANAIR LTD,D,C,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1,100.000000,0
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,KIRKWALL,LOGANAIR LTD,D,S,820,0,26,5.555556,48.108747,30.378251,4.609929,4.609929,2.600473,0.591017,0.472813,0.000000,0.000000,3.073286,9,700,74.932249,16
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,LIVERPOOL (JOHN LENNON),EASYJET UK LTD,A,S,1,0,0,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,GATWICK,EASYJET UK LTD,A,S,723,0,4,23.246217,41.403026,20.495186,5.089409,6.052270,2.200825,0.550206,0.275103,0.137552,0.000000,0.550206,9,729,66.441137,20
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,GATWICK,EASYJET UK LTD,D,S,725,0,4,0.411523,57.750343,26.474623,5.486968,4.526749,2.743484,0.823045,0.685871,0.548697,0.000000,0.548697,12,731,74.018945,19
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,HEATHROW,BA EUROFLYER LTD DBA BRITISH AIRWAYS,A,S,3,0,0,66.666667,33.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,HEATHROW,BA EUROFLYER LTD DBA BRITISH AIRWAYS,D,S,3,0,0,33.333333,66.666667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,HEATHROW,BRITISH AIRWAYS PLC,A,S,2347,0,55,19.275604,39.217319,22.314738,8.617818,5.537052,2.248127,0.374688,0.124896,0.000000,0.000000,2.289759,8,2322,70.174709,14
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,HEATHROW,BRITISH AIRWAYS PLC,D,S,2341,0,59,3.125000,55.125000,23.958333,7.083333,4.916667,2.583333,0.375000,0.291667,0.083333,0.000000,2.458333,9,2321,73.139293,12
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,HEATHROW,LOGANAIR LTD,A,S,1,1,0,0.000000,50.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,50.000000,0.000000,0,5,0.000000,84
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,LUTON,EASYJET UK LTD,A,S,240,0,2,14.049587,38.842975,24.380165,7.438017,7.851240,4.958678,0.826446,0.826446,0.000000,0.000000,0.826446,14,289,70.169492,14
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,LUTON,EASYJET UK LTD,D,S,238,0,4,3.719008,42.975207,29.338843,7.438017,7.438017,4.545455,1.239669,1.652893,0.000000,0.000000,1.652893,16,290,67.905405,17
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,STANSTED,EASYJET UK LTD,A,S,1,0,0,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,STANSTED,TITAN AIRWAYS LTD,A,C,3,0,0,0.000000,0.000000,33.333333,0.000000,0.000000,66.666667,0.000000,0.000000,0.000000,0.000000,0.000000,43,0,0.000000,
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,STANSTED,TITAN AIRWAYS LTD,D,C,3,0,0,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,MANCHESTER,LOGANAIR LTD,A,S,787,0,22,17.923362,39.678616,17.923362,9.394314,7.416564,2.472188,1.359703,1.112485,0.000000,0.000000,2.719407,14,848,80.371661,11
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,MANCHESTER,LOGANAIR LTD,D,S,678,0,17,2.877698,49.352518,30.647482,6.474820,5.035971,2.158273,0.287770,0.575540,0.143885,0.000000,2.446043,9,834,85.612366,8
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,NEWCASTLE,LOGANAIR LTD,A,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,86,80.851064,9
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,NEWCASTLE,LOGANAIR LTD,D,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,92,72.631579,18
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,NEWQUAY,EASTERN AIRWAYS,A,C,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1,100.000000,9
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,NEWQUAY,EASTERN AIRWAYS,D,C,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1,0.000000,43
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,NEWQUAY,LOGANAIR LTD,A,S,128,0,3,17.557252,29.007634,16.030534,12.213740,12.977099,3.816794,2.290076,3.053435,0.763359,0.000000,2.290076,26,178,75.138122,13
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,NEWQUAY,LOGANAIR LTD,D,S,248,0,0,0.000000,50.403226,37.096774,6.854839,2.419355,1.612903,1.612903,0.000000,0.000000,0.000000,0.000000,7,195,86.224490,10
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,NORWICH,LOGANAIR LTD,A,S,526,0,14,31.111111,41.296296,13.148148,5.555556,1.296296,2.592593,1.111111,1.296296,0.000000,0.000000,2.592593,10,547,86.690647,7
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,NORWICH,LOGANAIR LTD,D,S,529,0,11,2.592593,62.407407,23.703704,3.703704,2.037037,2.037037,0.555556,0.925926,0.000000,0.000000,2.037037,7,555,86.274510,7
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,SUMBURGH,EASTERN AIRWAYS,A,S,5,0,1,0.000000,0.000000,16.666667,16.666667,16.666667,16.666667,16.666667,0.000000,0.000000,0.000000,16.666667,63,3,0.000000,45
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,SUMBURGH,EASTERN AIRWAYS,D,S,6,0,0,0.000000,16.666667,16.666667,33.333333,16.666667,0.000000,16.666667,0.000000,0.000000,0.000000,0.000000,44,2,33.333333,18
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,SUMBURGH,KLM CITYHOPPER,A,S,1,0,0,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4,0,0.000000,
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,SUMBURGH,LOGANAIR LTD,A,S,929,0,48,19.242579,39.201638,19.754350,7.267144,4.708291,3.480041,0.614125,0.716479,0.102354,0.000000,4.912999,12,859,69.602578,16
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,SUMBURGH,LOGANAIR LTD,D,S,936,0,39,1.435897,40.205128,39.897436,6.153846,4.307692,2.769231,0.410256,0.615385,0.205128,0.000000,4.000000,11,868,71.552660,18
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,SOUTHAMPTON,LOGANAIR LTD,A,S,39,0,0,10.256410,12.820513,30.769231,10.256410,7.692308,15.384615,10.256410,2.564103,0.000000,0.000000,0.000000,44,55,83.928571,5
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,SOUTHAMPTON,LOGANAIR LTD,D,S,38,0,2,0.000000,7.500000,37.500000,5.000000,0.000000,20.000000,25.000000,0.000000,0.000000,0.000000,5.000000,59,49,45.283019,43
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,STORNOWAY,LOGANAIR LTD,A,S,1,1,3,0.000000,0.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20.000000,60.000000,8,1,100.000000,3
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,TEESSIDE INTERNATIONAL AIRPORT,EASTERN AIRWAYS,A,S,239,0,26,15.471698,44.150943,13.207547,1.509434,7.169811,6.037736,1.509434,1.132075,0.000000,0.000000,9.811321,17,167,74.175824,13
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,TEESSIDE INTERNATIONAL AIRPORT,EASTERN AIRWAYS,D,S,244,0,16,0.384615,45.000000,27.692308,5.000000,3.846154,7.692308,2.692308,1.538462,0.000000,0.000000,6.153846,20,174,73.913043,13
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,TEESSIDE INTERNATIONAL AIRPORT,LOGANAIR LTD,A,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,98,80.952381,11
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,TEESSIDE INTERNATIONAL AIRPORT,LOGANAIR LTD,D,S,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,97,78.095238,10
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,WICK JOHN O GROATS,EASTERN AIRWAYS,A,S,246,0,74,11.250000,33.125000,16.875000,5.000000,4.062500,3.437500,2.500000,0.312500,0.312500,0.000000,23.125000,16,459,59.749553,21
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,WICK JOHN O GROATS,EASTERN AIRWAYS,D,S,248,0,72,0.937500,39.687500,23.125000,2.812500,4.375000,3.437500,2.500000,0.312500,0.312500,0.000000,22.500000,16,461,63.913824,19
25/02/2026 19:14,2025,ABERDEEN,UNITED KINGDOM,WICK JOHN O GROATS,KLM CITYHOPPER,A,S,1,0,0,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4,0,0.000000,
25/02/2026 19:14,2025,ABERDEEN,BELGIUM,BRUSSELS,TRANSAVIA,A,C,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1,100.000000,9
25/02/2026 19:14,2025,ABERDEEN,BELGIUM,BRUSSELS,TRANSAVIA,D,C,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,,1,100.000000,9
25/02/2026 19:14,2025,ABERDEEN,BELGIUM,BRUSSELS,TUI FLY BELGIUM,A,S,1,0,0,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39,0,0.000000,
25/02/2026 19:14,2025,ABERDEEN,BELGIUM,BRUSSELS,TUI FLY BELGIUM,D,C,1,0,0,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22,0,0.000000,
25/02/2026 19:14,2025,ABERDEEN,CYPRUS,LARNACA,JET2.COM LTD,A,C,1,0,0,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,
25/02/2026 19:14,2025,ABERDEEN,CYPRUS,LARNACA,JET2.COM LTD,D,C,1,0,0,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,
25/02/2026 19:14,2025,ABERDEEN,DENMARK,COPENHAGEN,LOGANAIR LTD,A,C,1,0,0,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,20,0,0.000000,
25/02/2026 19:14,2025,ABERDEEN,DENMARK,COPENHAGEN,LOGANAIR LTD,D,C,1,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,100.000000,0.000000,0.000000,0.000000,0.000000,173,0,0.000000,
25/02/2026 19:14,2025,ABERDEEN,DENMARK,COPENHAGEN,SAS,A,S,72,0,0,0.000000,47.222222,43.055556,9.722222,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4,79,88.888889,4
25/02/2026 19:14,2025,ABERDEEN,DENMARK,COPENHAGEN,SAS,D,S,72,0,0,1.388889,61.111111,30.555556,5.555556,1.388889,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3,79,86.419753,7
25/02/2026 19:14,2025,ABERDEEN,DENMARK,ESBJERG,LOGANAIR LTD,A,S,177,0,1,35.393258,34.269663,15.730337,3.370787,3.370787,3.370787,2.247191,1.685393,0.000000,0.000000,0.561798,13,200,81.188119,11
25/02/2026 19:14,2025,ABERDEEN,DENMARK,ESBJERG,LOGANAIR LTD,D,S,181,0,3,5.434783,43.478261,35.869565,4.347826,3.260870,2.717391,1.630435,1.630435,0.000000,0.000000,1.630435,12,199,81.592040,11
