run_date,reporting_period,reporting_airport,origin_destination_country,origin_destination,airline_name,arrival_departure,scheduled_charter,number_flights_matched,actual_flights_unmatched,number_flights_cancelled,flights_more_than_15_minutes_early_percent,flights_15_minutes_early_to_1_minute_early_percent,flights_0_to_15_minutes_late_percent,flights_between_16_and_30_minutes_late_percent,flights_between_31_and_60_minutes_late_percent,flights_between_61_and_120_minutes_late_percent,flights_between_121_and_180_minutes_late_percent,flights_between_181_and_360_minutes_late_percent,flights_more_than_360_minutes_late_percent,flights_unmatched_percent,flights_cancelled_percent,average_delay_mins,previous_year_month_flights_matched,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay,on_time_percent,delayed_over_15_percent,severe_delay_percent,estimated_delayed_flights,estimated_severe_delay_flights
2026-02-25 19:14:00,2025,ABERDEEN,UNITED KINGDOM,MANCHESTER,LOGANAIR LTD,D,S,678,0,17,2.877698,49.352518,30.647482,6.47482,5.035971,2.158273,0.28777,0.57554,0.143885,0.0,2.446043,9.0,834,85.612366,8.0,80.0,14.676259,3.165468,99.50503602,21.46187304
2026-02-25 19:14:00,2025,ABERDEEN,UNITED KINGDOM,NEWCASTLE,LOGANAIR LTD,A,S,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,86,80.851064,9.0,0.0,0.0,0.0,0.0,0.0
2026-02-25 19:14:00,2025,ABERDEEN,UNITED KINGDOM,NEWCASTLE,LOGANAIR LTD,D,S,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,92,72.631579,18.0,0.0,0.0,0.0,0.0,0.0
2026-02-25 19:14:00,2025,ABERDEEN,UNITED KINGDOM,NEWQUAY,EASTERN AIRWAYS,A,C,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,100.0,9.0,0.0,0.0,0.0,0.0,0.0
2026-02-25 19:14:00,2025,ABERDEEN,UNITED KINGDOM,NEWQUAY,EASTERN AIRWAYS,D,C,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,0.0,43.0,0.0,0.0,0.0,0.0,0.0
2026-02-25 19:14:00,2025,ABERDEEN,UNITED KINGDOM,NEWQUAY,LOGANAIR LTD,A,S,128,0,3,17.557252,29.007634,16.030534,12.21374,12.977099,3.816794,2.290076,3.053435,0.763359,0.0,2.290076,26.0,178,75.138122,13.0,45.038168,35.114503,9.923663999999999,44.946563839999996,12.702289919999998
2026-02-25 19:14:00,2025,ABERDEEN,UNITED KINGDOM,NEWQUAY,LOGANAIR LTD,D,S,248,0,0,0.0,50.403226,37.096774,6.854839,2.419355,1.612903,1.612903,0.0,0.0,0.0,0.0,7.0,195,86.22449,10.0,87.5,12.499999999999998,3.225806,30.999999999999996,7.99999888
2026-02-25 19:14:00,2025,ABERDEEN,UNITED KINGDOM,NORWICH,LOGANAIR LTD,A,S,526,0,14,31.111111,41.296296,13.148148,5.555556,1.296296,2.592593,1.111111,1.296296,0.0,0.0,2.592593,10.0,547,86.690647,7.0,54.444444,11.851852,5.0,62.340741519999995,26.3
2026-02-25 19:14:00,2025,ABERDEEN,UNITED KINGDOM,NORWICH,LOGANAIR LTD,D,S,529,0,11,2.592593,62.407407,23.703704,3.703704,2.037037,2.037037,0.555556,0.925926,0.0,0.0,2.037037,7.0,555,86.27451,7.0,86.111111,9.25926,3.5185190000000004,48.98148539999999,18.612965510000002
2026-02-25 19:14:00,2025,ABERDEEN,UNITED KINGDOM,SUMBURGH,EASTERN AIRWAYS,A,S,5,0,1,0.0,0.0,16.666667,16.666667,16.666667,16.666667,16.666667,0.0,0.0,0.0,16.666667,63.0,3,0.0,45.0,16.666667,66.666668,33.333334,3.3333334000000003,1.6666667000000002
